"ID";"NameOfStation";"Line";"Longitude_WGS84";"Latitude_WGS84";"AdmArea";"District";"Year";"Month";"global_id";"geodata_center";"geoarea";
"№ п/п";"Станция метрополитена";"Линия";"Долгота в WGS-84";"Широта в WGS-84";"Административный округ";"Район";"Год";"Месяц";"global_id";"geodata_center";"geoarea";
"4";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2021";"Июнь";"1146052582";"";"";
"5";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2021";"Июнь";"1146052583";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2021";"Июнь";"1146052584";"";"";
"7";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2021";"Июнь";"1146052585";"";"";
"8";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2021";"Июнь";"1146052586";"";"";
"9";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2021";"Июнь";"1146052587";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2021";"Июль";"1146052590";"";"";
"3";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2021";"Июль";"1146052591";"";"";
"4";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2021";"Июль";"1146052592";"";"";
"5";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2021";"Июль";"1146052593";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2021";"Июль";"1146052594";"";"";
"7";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2021";"Июль";"1146052595";"";"";
"8";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2021";"Июль";"1146052596";"";"";
"9";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2021";"Июль";"1146052597";"";"";
"10";"Новокосино";"Калининская линия";"37.86427956";"55.74511606";"Восточный административный округ";"район Новокосино";"2021";"Июль";"1146052598";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2021";"Август";"1146052600";"";"";
"3";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2021";"Август";"1146052601";"";"";
"4";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2021";"Август";"1146052602";"";"";
"5";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2021";"Август";"1146052603";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2021";"Август";"1146052604";"";"";
"7";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2021";"Август";"1146052605";"";"";
"8";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2021";"Август";"1146052606";"";"";
"9";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2021";"Август";"1146052607";"";"";
"10";"ВДНХ";"Калужско-Рижская линия";"37.64142125";"55.82118628";"Северо-Восточный административный округ";"Останкинский район";"2021";"Август";"1146052608";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Январь";"1146052610";"";"";
"10";"Новокосино";"Калининская линия";"37.86427956";"55.74511606";"Восточный административный округ";"район Новокосино";"2021";"Июнь";"1146052617";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Февраль";"1146052628";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Март";"1146052630";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Апрель";"1146052631";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Май";"1146052632";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Июнь";"1146052633";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Июль";"1146052635";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Август";"1146052636";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Сентябрь";"1146349054";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2021";"Сентябрь";"1146349072";"";"";
"3";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2021";"Сентябрь";"1146349092";"";"";
"4";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2021";"Сентябрь";"1146363528";"";"";
"5";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2021";"Сентябрь";"1146363612";"";"";
"6";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2021";"Сентябрь";"1146363699";"";"";
"7";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2021";"Сентябрь";"1146363719";"";"";
"8";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2021";"Сентябрь";"1146363738";"";"";
"9";"Курская";"Кольцевая линия";"37.66012112";"55.75745656";"Центральный административный округ";"Басманный район";"2021";"Сентябрь";"1146363750";"";"";
"10";"Новокосино";"Калининская линия";"37.86379572";"55.74507473";"Восточный административный округ";"район Новокосино";"2021";"Сентябрь";"1146363840";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Октябрь";"1263038034";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2021";"Октябрь";"1263038072";"";"";
"3";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2021";"Октябрь";"1263038169";"";"";
"4";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2021";"Октябрь";"1263038216";"";"";
"5";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2021";"Октябрь";"1263038366";"";"";
"6";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2021";"Октябрь";"1263038621";"";"";
"7";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2021";"Октябрь";"1263038792";"";"";
"8";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2021";"Октябрь";"1263038830";"";"";
"9";"Курская";"Кольцевая линия";"37.66012112";"55.75745656";"Центральный административный округ";"Басманный район";"2021";"Октябрь";"1263039617";"";"";
"10";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2021";"Октябрь";"1263039858";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2021";"Ноябрь";"1266370635";"";"";
"3";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2021";"Ноябрь";"1266370636";"";"";
"4";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2021";"Ноябрь";"1266370637";"";"";
"5";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2021";"Ноябрь";"1266370638";"";"";
"6";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2021";"Ноябрь";"1266370639";"";"";
"7";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2021";"Ноябрь";"1266370640";"";"";
"8";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2021";"Ноябрь";"1266370641";"";"";
"9";"Новокосино";"Калининская линия";"37.86379572";"55.74507473";"Восточный административный округ";"район Новокосино";"2021";"Ноябрь";"1266370643";"";"";
"10";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2021";"Ноябрь";"1266370644";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Ноябрь";"1266370699";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2021";"Декабрь";"1304122819";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2021";"Декабрь";"1304347427";"";"";
"3";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2021";"Декабрь";"1306313995";"";"";
"4";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2021";"Декабрь";"1306593324";"";"";
"5";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2021";"Декабрь";"1306901341";"";"";
"6";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2021";"Декабрь";"1307242048";"";"";
"7";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2021";"Декабрь";"1307449449";"";"";
"8";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2021";"Декабрь";"1307562540";"";"";
"9";"Китай-город";"Калужско-Рижская линия";"37.63353147";"55.75329790";"Центральный административный округ";"Таганский район";"2021";"Декабрь";"1307652484";"";"";
"10";"ВДНХ";"Калужско-Рижская линия";"37.64142125";"55.82118628";"Северо-Восточный административный округ";"Останкинский район";"2021";"Декабрь";"1307772883";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Январь";"2257253944";"";"";
"5";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Январь";"2257253947";"";"";
"8";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Январь";"2257253950";"";"";
"9";"Новокосино";"Калининская линия";"37.86379572";"55.74507473";"Восточный административный округ";"район Новокосино";"2022";"Январь";"2257253951";"";"";
"10";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2022";"Январь";"2257253952";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2022";"Январь";"2257254012";"";"";
"3";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Январь";"2257254028";"";"";
"4";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2022";"Январь";"2257254032";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Январь";"2257254039";"";"";
"7";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2022";"Январь";"2257254044";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2022";"Февраль";"2359788801";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Февраль";"2359788802";"";"";
"4";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Февраль";"2359788803";"";"";
"6";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2022";"Февраль";"2359788815";"";"";
"5";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2022";"Февраль";"2359788816";"";"";
"7";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Февраль";"2359788817";"";"";
"8";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Февраль";"2359788818";"";"";
"9";"Новокосино";"Калининская линия";"37.86379572";"55.74507473";"Восточный административный округ";"район Новокосино";"2022";"Февраль";"2359788819";"";"";
"10";"ВДНХ";"Калужско-Рижская линия";"37.64142125";"55.82118628";"Северо-Восточный административный округ";"Останкинский район";"2022";"Февраль";"2359788821";"";"";
"3";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Февраль";"2359792617";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2022";"Март";"2362409067";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Март";"2362409077";"";"";
"3";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Март";"2362409079";"";"";
"4";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Март";"2362409080";"";"";
"5";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Март";"2362464375";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Март";"2362464381";"";"";
"7";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2022";"Март";"2362464385";"";"";
"8";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2022";"Март";"2362464386";"";"";
"9";"Новокосино";"Калининская линия";"37.86379572";"55.74507473";"Восточный административный округ";"район Новокосино";"2022";"Март";"2362464410";"";"";
"10";"ВДНХ";"Калужско-Рижская линия";"37.64142125";"55.82118628";"Северо-Восточный административный округ";"Останкинский район";"2022";"Март";"2362464411";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2022";"Апрель";"2366313399";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Апрель";"2366417832";"";"";
"3";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Апрель";"2366417897";"";"";
"4";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Апрель";"2366417938";"";"";
"5";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Апрель";"2366417975";"";"";
"6";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2022";"Апрель";"2366417992";"";"";
"7";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Апрель";"2366417995";"";"";
"8";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2022";"Апрель";"2366418028";"";"";
"9";"Новокосино";"Калининская линия";"37.86379572";"55.74507473";"Восточный административный округ";"район Новокосино";"2022";"Апрель";"2366418076";"";"";
"10";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2022";"Апрель";"2366418093";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Май";"2370779679";"";"";
"3";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Май";"2370779680";"";"";
"4";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Май";"2370779681";"";"";
"5";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Май";"2370779682";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Май";"2370779683";"";"";
"7";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2022";"Май";"2370779684";"";"";
"8";"ВДНХ";"Калужско-Рижская линия";"37.64142125";"55.82118628";"Северо-Восточный административный округ";"Останкинский район";"2022";"Май";"2370779685";"";"";
"9";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2022";"Май";"2370779686";"";"";
"10";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2022";"Май";"2370779687";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2022";"Май";"2370780977";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Июнь";"2375973445";"";"";
"3";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Июнь";"2375973446";"";"";
"4";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Июнь";"2375973447";"";"";
"5";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Июнь";"2375973448";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Июнь";"2375973449";"";"";
"7";"ВДНХ";"Калужско-Рижская линия";"37.64142125";"55.82118628";"Северо-Восточный административный округ";"Останкинский район";"2022";"Июнь";"2375973450";"";"";
"8";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2022";"Июнь";"2375973451";"";"";
"9";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2022";"Июнь";"2375973452";"";"";
"10";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2022";"Июнь";"2375973453";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2022";"Июнь";"2375973454";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Июль";"2379935642";"";"";
"3";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Июль";"2379935643";"";"";
"4";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Июль";"2379935644";"";"";
"5";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Июль";"2379935645";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Июль";"2379935646";"";"";
"7";"ВДНХ";"Калужско-Рижская линия";"37.64142125";"55.82118628";"Северо-Восточный административный округ";"Останкинский район";"2022";"Июль";"2379935647";"";"";
"8";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2022";"Июль";"2379935649";"";"";
"9";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2022";"Июль";"2379935650";"";"";
"10";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2022";"Июль";"2379935651";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2022";"Июль";"2379935799";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Август";"2382463038";"";"";
"3";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Август";"2382463039";"";"";
"4";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Август";"2382463040";"";"";
"5";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Август";"2382463041";"";"";
"6";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Август";"2382463043";"";"";
"7";"Новогиреево";"Калининская линия";"37.81742514";"55.723330";"Восточный административный округ";"район Вешняки";"2022";"Август";"2382463044";"";"";
"8";"ВДНХ";"Калужско-Рижская линия";"37.64142125";"55.82118628";"Северо-Восточный административный округ";"Останкинский район";"2022";"Август";"2382463045";"";"";
"9";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"37.57755224";"55.56967951";"Юго-Западный административный округ";"район Северное Бутово";"2022";"Август";"2382463047";"";"";
"10";"Текстильщики";"Таганско-Краснопресненская линия";"37.73242901";"55.70881677";"Юго-Восточный административный округ";"район Текстильщики";"2022";"Август";"2382463048";"";"";
"1";"Комсомольская";"Кольцевая линия";"37.65486112";"55.77574627";"Центральный административный округ";"Красносельский район";"2022";"Август";"2382463131";"";"";
"2";"Выхино";"Таганско-Краснопресненская линия";"37.81860885";"55.71545536";"Юго-Восточный административный округ";"район Выхино-Жулебино";"2022";"Сентябрь";"2387281233";"";"";
"3";"Щёлковская";"Арбатско-Покровская линия";"37.79874691";"55.80974166";"Восточный административный округ";"район Северное Измайлово";"2022";"Сентябрь";"2387281234";"";"";
"4";"Домодедовская";"Замоскворецкая линия";"37.71878552";"55.61087011";"Южный административный округ";"район Орехово-Борисово Южное";"2022";"Сентябрь";"2387281236";"";"";
"5";"Тёплый стан";"Калужско-Рижская линия";"37.50697019";"55.61863853";"Юго-Западный административный округ";"район Ясенево";"2022";"Сентябрь";"2387281237";"";"";
"6";"Царицыно";"Замоскворецкая линия";"37.66917139";"55.62167819";"Южный административный округ";"район Царицыно";"2022";"Сентябрь";"2387305145";"";"";
